"Weight" "Gene"
4294435.4 "AKAP13"
736159.2 "TPD52L3"
786385.6 "CDCA4"
317388 "OR10A4"
815033.2 "SDR16C5"
268842.8 "DYDC1"
1724736 "OR10A2"
1012580.4 "CHCHD7"
817520.8 "HTRA3"
1740033.4 "FOXN2"
736852.4 "LMOD2"
489458.4 "BFSP2"
884053.4 "FSHR"
361327 "CELP"
2232219.4 "USP32"
765143.2 "CEL"
1655124.6 "PPM1D"
849871.4 "GPR27"
746307.2 "MRFAP1L2"
744617.2 "PSG6"
1160151.6 "KBTBD2"
1720680.4 "RIOX2"
371138.6 "TRIAP1"
685411.4 "LILRP2"
1080298.8 "LSM3"
2527385.8 "KIAA0232"
1604778.8 "MTSS1"
1037200 "TMEM43"
1026139.8 "RNF139"
767501.8 "RPS9"
180800.4 "PLA2G1B"
317130.8 "CYTL1"
769679 "TSEN34"
509565 "TRH"
542565.6 "GSTA4"
1321698.6 "MSANTD4"
303847 "NDUFA3"
661628.2 "OSCAR"
1512452 "PAQR8"
1705862.2 "NUDT6"
1140225 "TPT1-AS1"
299674.8 "OR7G3"
4017113.2 "TANC2"
964797 "OR7G2"
403813.6 "TEX13B"
5226952.2 "PKHD1"
810896 "OR1M1"
626497.6 "NCBP2L"
954038 "DNAJC24"
289621.6 "MBD3L1"
1508764.6 "ZNF160"
523704.2 "PGK2"
411292 "OR8B12"
846467 "ZNF415"
332931.6 "CAVIN3"
527801 "CEACAM3"
2347857.6 "DCDC1"
1359522 "HAS2"
1300198.4 "PDGFD"
364810.6 "PLAC1"
821890.4 "DDI1"
690098 "LINC00208"
890067.6 "S1PR1"
1427000.2 "HS6ST2"
305692.4 "OR4D5"
2837087.2 "PYGO1"
1205685.6 "LRRC8E"
1271321.4 "PKIA"
1391015.4 "XKR6"
681171 "TSNARE1"
842079.2 "FPR2"
631616 "FPR1"
495499.2 "PATE1"
295541.4 "OR13H1"
1440310 "FEZ2"
1030463 "SOX7"
750781.6 "C8orf74"
665015.2 "C11orf24"
317866.6 "FAM86JP"
2013492 "ALK"
800844 "KYAT1"
2320480.2 "MTM1"
155891.8 "SIGLEC17P"
309583.2 "OBP2B"
593303.8 "TRMT61B"
3043611.6 "INSR"
1673497.4 "MFN1"
1349460 "GIMAP8"
631414.6 "HSFX1"
492415.6 "NRTN"
2321766.2 "KCNMB3"
824032 "FUT3"
1191837.8 "KCNG3"
1331917.2 "ATP6V0E2"
1848248.8 "PRKCE"
439412.6 "OR2K2"
526154.4 "JAGN1"
349445.8 "RLN3"
821799.8 "TADA3"
1528892.2 "SOCS5"
526323.2 "C1GALT1C1"
506641 "BBLN"
749398.6 "MORN4"
979661 "ZNF672"
870754.8 "ZNF692"
1095883.6 "NAIF1"
692465.2 "RBKS"
1903038.8 "OR2M4"
1879527.2 "GRIK1"
810011 "MUC7"
312470.6 "OPRPN"
233626.4 "SMR3B"
244232.8 "TMEM126A"
444423.6 "TMEM126B"
982087 "TRIM8"
2381127.8 "NETO2"
280885.6 "CSN3"
388693.8 "CLDN20"
1993930.2 "CDC42BPG"
556054.4 "SCAND1"
590076 "JUNB"
345962.6 "FAM241B"
541938.4 "TMEM37"
607090.6 "UGT2B7"
839021 "LRG1"
1662583.4 "SHCBP1"
773455.2 "SOSTDC1"
1748996.8 "NPTX1"
1412470.6 "FAM98B"
845482.4 "ZNF439"
1356033 "ZNF440"
1207784.2 "GAA"
1136830.8 "CANT1"
1992637.2 "KCNK3"
635597.4 "ZDHHC16"
1841579.8 "CHST11"
679357.6 "EXOSC1"
579984.4 "PGAM1"
3743302.2 "CHD7"
1217909 "ESCO2"
449490 "KRT19"
1212789.6 "KRT15"
594943.8 "LURAP1"
863537.2 "KRT38"
3243823.6 "CLCN5"
1927545.8 "TPPP"
2447859.8 "KCND3"
1037302.8 "APLN"
350627 "KRTAP4-4"
591952 "KRT13"
165903.4 "XAGE3"
746322.2 "KRT9"
280465 "XAGE5"
1727775 "PDE7B"
256843.6 "MRPL36"
426633.8 "ZNF581"
731520 "NAT1"
581890.8 "KRT20"
237984 "GLOD5"
5699643 "KSR2"
406111 "ZNF524"
2666983 "MCC"
525066.6 "KRT27"
1428087 "ZBTB26"
799861 "CDK5R2"
2974191.2 "DSEL"
786816.8 "POLR1C"
2589685.2 "ASXL1"
333097.8 "OR1L6"
657443.6 "DLK2"
4053614.8 "ZNF562"
2642049 "ZNF318"
1451374.8 "ZNF561"
2403762.4 "WIPF2"
1025880.6 "HOPX"
204053.6 "SPACA5B"
310740 "OR1L3"
182591.4 "SSX6P"
1251735 "NLRP5"
2293604 "LRRC8C"
448313.6 "SPACA5"
1751723 "RSL1D1"
1267173 "LRRC8D"
1698121 "MROH2B"
646897.8 "OR1L8"
590047 "PPID"
352011.6 "OR1N2"
2204479.8 "COL24A1"
2178031.4 "ETFDH"
299462.8 "OR1N1"
1259858 "RXFP1"
1130599 "LPAR3"
1102207.2 "PTGER4"
767136.4 "TBCA"
2012039.4 "NEUROD2"
1392794.8 "MAP6"
862477.8 "OTP"
956564 "ECEL1"
1048322.4 "BCL2L1"
664793.4 "FGG"
1176619.8 "FGA"
2806848 "OR2AT4"
1169265.2 "FGB"
1067612.4 "PLRG1"
896907.8 "RAB4B-EGLN2"
1104170.2 "ZNF584"
2757255.2 "DSCAM"
798664 "DNAI2"
1034387.2 "NMUR1"
1533225 "CLSTN1"
839055.2 "CXXC5"
1565600.4 "ZNF274"
1742562.4 "PIK3CD"
361441 "PTCRA"
1241591 "SLC25A33"
2342128 "ENC1"
998545.2 "SPSB1"
2876082.8 "P2RY6"
3798167.8 "BPTF"
498253.6 "S100Z"
1377596.2 "ZIK1"
1064331.6 "GPR82"
288314.2 "NMRAL2P"
616293.2 "GPR34"
543393.6 "SHANK2-AS3"
1353371.2 "PLEKHG5"
2828845.6 "ATF7IP"
281418.6 "LKAAEAR1"
520833.8 "RGS19"
761668.4 "TCEA2"
108300.4 "DEFB4A"
2343967 "ANO5"
627544.4 "HDAC3"
544651 "SPATA46"
1346223.6 "GPHN"
1218913.2 "VAT1L"
635010.2 "TMEM51"
2676027.8 "CAMTA1"
435192 "LGALS4"
1215837.4 "LRRC34"
1204627.8 "PAH"
825076.2 "AFG2B"
1387071.6 "GATM"
798735.8 "SYCE1"
297230.6 "NXNL1"
1306302.8 "RASGRP4"
817587.4 "NHLH1"
1388322 "SLFNL1"
2397448.2 "BCL2"
663444 "RHNO1"
1704485 "CTPS1"
389361.8 "UTF1"
2262151.2 "KNDC1"
2910896 "WDR87"
471372.4 "METTL18"
2698914.8 "CFAP46"
1505832.8 "COL8A2"
844400 "PWWP2B"
2557909.6 "PCDHB1"
1027144.2 "ZNF540"
717305.8 "ANGPTL7"
815648.4 "FBXL14"
900648.2 "EXOSC10"
1700191.6 "ZNF570"
340565.2 "NINJ2"
2157190.8 "MLLT3"
811449.2 "FAM90A1"
1180510.6 "RRM2"
1091297.2 "TRAPPC12"
269540.8 "IFNB1"
323660.4 "RPS21"
1097588.8 "C3AR1"
559159.8 "MRM3"
2788733.2 "PTEN"
1748147.8 "RPS7"
1276068.2 "PRND"
1698534.8 "RNASEH1"
829043.8 "PRNP"
1019050 "KLF17"
946492.4 "ADRA1D"
1625156.8 "FRMD5"
1667977 "AQP4"
2088387.2 "MIR31HG"
977933.2 "CYP4F11"
3874003.6 "TLN2"
946121.4 "LGALS9C"
1059001.6 "TVP23B"
1113337.2 "FBXW10"
327164.8 "OR10H3"
1861127 "ZNF217"
328246.8 "OR10H2"
2277352.2 "SRGAP2C"
1279565.6 "OR52A5"
785370.8 "SCG2"
558830.4 "ATPAF2"
838841.8 "CYP4F22"
922923.2 "FOXB1"
790476.4 "PPIH"
1872922 "DRC3"
634518 "ZNF57"
524895.6 "SHLD1"
210241.8 "C11orf40"
2818617.6 "JMJD1C"
560774.2 "LDHAL6B"
2272502.6 "SYNPO"
305266 "OR52P2P"
2116426.8 "ZNF556"
347638.8 "MAL"
1293013.8 "ZNF554"
1360714.6 "RAB33B"
1537162.2 "THOP1"
1354956.8 "ANKRD20A4P"
352452 "REG3A"
613239.2 "GAP43"
402482 "REG1B"
460744.2 "EPHX4"
1836320.4 "LAMB2"
1533394 "USP19"
788769.8 "QARS1"
717869 "ORMDL3"
607362.8 "SERF1A"
1294353 "KLF11"
1885680.2 "LRRC15"
499000 "SMN1"
1518598.8 "EIF2AK3"
257028.6 "SPMIP9"
1086049.4 "MOB3A"
581602.4 "KRCC1"
1537507.2 "NME6"
1745162.4 "CYCS"
1543116.8 "CD8B"
817298.8 "SLFN12"
468596.8 "CALB2"
1321751.8 "SLC9C1"
1336069.2 "OR1A1"
297009 "OR7A2P"
296798 "OR1A2"
297471.6 "OR8I2"
147514 "LCE1D"
322057 "CCL11"
1689873 "FRMD3"
1659662.8 "SNTB1"
1081509 "MTBP"
676532.8 "TEFM"
757666.4 "MRPL13"
2983255.8 "MALT1"
436986.8 "PRL"
1810747.8 "ISG20"
191880.8 "HMGN1P35"
876930.4 "OR4C11"
1388217 "MBOAT1"
296206 "OR8U1"
1243884.6 "ID4"
291294.4 "OR4X2"
951877 "GPR22"
900981 "CXCR6"
592237.8 "CEBPB"
553158.6 "AZU1"
435342.4 "TPSAB1"
711293.4 "ATOH1"
893088 "PAIP1"
1192061 "CLEC7A"
803125.4 "C5orf34"
454876.6 "C1QTNF4"
784325.6 "SERHL"
4043552.6 "NEGR1"
1075485 "ZNF131"
1608396.8 "MACROD2"
1050010.8 "DPAGT1"
745601.8 "BSG"
1121945.2 "HINFP"
143130.8 "PRYP4"
762484.2 "CDY1"
296651 "OR10V1"
2197990.2 "CERS6"
1198238.8 "CSPG4P4Y"
1987150.2 "SPTLC3"
537532.6 "GOLGA2P3Y"
342581.4 "COPRS"
1020634 "TP53RK"
1876498 "B3GALT1"
2752864.4 "OR5A1"
539031.2 "CLEC12A"
3019985.8 "OR5A2"
659892.2 "BPGM"
274217 "POP7"
3004693 "ALG14"
756361 "SUCLG2"
1198239.8 "CSPG4P3Y"
1567379.4 "STARD5"
813908 "CSDC2"
1096710.2 "RCAN2"
3137939.8 "IL16"
1222926.4 "ABCG4"
747806.2 "CDY1B"
547855.4 "GNB2"
591926.8 "CFAP53"
436066.6 "OR5B12"
704673 "OR5B2"
743448.2 "MCRIP2"
967376.2 "NHERF4"
1903504.2 "C2CD2L"
1018077.8 "OR9I1"
2150816 "ARNT2"
1406281 "GNG12"
1154528.8 "PRSS27"
818300.8 "MYOZ2"
4948607.2 "SYNPO2"
825968 "DNAJB7"
622228.2 "CLP1"
236514.2 "INSL5"
595270.8 "EFCAB3"
326770.8 "TTC36"
833430.2 "RSPH9"
247203.8 "COPS9"
977072.2 "GTPBP2"
1718714 "FGGY"
833610.6 "OR9G4"
663067.2 "IL17D"
297264.6 "OR5AR1"
281123.6 "PRSS30P"
4097755.6 "FUT9"
303469.2 "OR5AP2"
386577 "TCEAL1"
2376861.8 "ZNF24"
473666.2 "HSFY1"
1637026.8 "MANEA"
1001899.2 "RAB40A"
811439 "MAB21L4"
931288 "AGXT"
422696 "OR8J1"
309245.8 "OR5T3"
3089254 "AFF1"
670993.2 "ACOT12"
440608.6 "FIBP"
1632876 "CARNS1"
2039719.2 "OR10H5"
785743.6 "BANP"
912360.4 "PPP1CA"
2854497.2 "HCFC1"
456557.8 "FAM170B"
444944.6 "CTSW"
989880 "NIPAL4"
1039525.8 "MUCL1"
615300.4 "SNTG2"
669166.6 "FNDC9"
4006766.2 "PDE3A"
2117284.8 "RASGRP1"
2026351 "KLHL6"
387722.4 "CHCHD1"
648956 "MRPL52"
565022.6 "SMPDL3A"
688810.2 "RND1"
670293.2 "RAD9A"
731441.4 "EFEMP2"
304190.8 "OR10AD1"
876278.8 "AGAP5"
1498595.4 "WASHC2C"
1142636.2 "TMEM134"
2861200.2 "ZMAT3"
1227219.2 "ZFAND4"
1315599.2 "THEMIS"
335243.2 "MOS"
1985442.4 "ZNF738"
739713.2 "MS4A10"
1651017.8 "SLFN11"
685454.2 "GARIN2"
219321.6 "CCL19"
1441369.8 "CORO1B"
1140026.8 "FUT10"
1099146.8 "LRRC20"
1103203 "MUS81"
924711.2 "PURG"
741990.2 "TMEM217"
1970802.6 "OR4D9"
160452.4 "RPL12P13"
901385.6 "ZNF596"
2974265.2 "COL6A5"
604133.6 "CFL1"
2024052.6 "TMCC1"
1377508 "NAA16"
333491.2 "OR5B3"
1803151.4 "EFCAB12"
468964.8 "OR10W1"
906627.6 "PSME3IP1"
1443967.6 "RAB43"
701107.8 "FADS6"
1453008.8 "ZNG1A"
517212.2 "HOXC5"
1224901.8 "RAB37"
3243100 "DCP2"
163172.8 "ZBTB8OSP2"
778653.2 "SNX32"
788843 "RPL38"
2384928.4 "CYP7B1"
961181.6 "OVOL1"
938008.4 "RARG"
1101442.8 "CES4A"
1241374.6 "CES3"
963445 "SSH3"
1247165.6 "CES2"
2245009.4 "PDP2"
3752919.8 "SP3"
792768 "KRT2"
3702981.6 "DMXL1"
980345.8 "METAP1D"
2692788.8 "ZNF621"
685448 "EGFL7"
1164925.2 "NADSYN1"
913329 "DHCR7"
697463.4 "ACTE1P"
1480124.8 "LVRN"
83962 "COX6B1P3"
3603303 "NBEA"
1064827.2 "RNASEH2C"
792359.6 "MYEOV"
888430.6 "ANKRD13D"
888430.6 "ANKRD13D"
732708.4 "MRGPRF"
1318325.4 "MYD88"
310195.2 "MRGPRD"
1454349.4 "OXSR1"
961937.4 "SLC22A13"
2096735.8 "PHF8"
1619200 "LCLAT1"
1068335.4 "ADH6"
2129938.8 "MIR4435-2HG"
542510 "XKR3"
665772 "FRG2C"
221862.4 "UNC93B3"
283965.2 "VDAC2P5"
721410.4 "KAT5"
1916351.6 "SH3RF3"
1049867.2 "GXYLT2"
1393266.2 "HPSE2"
784060.4 "DCAKD"
1341382.6 "ARPP21"
1408053.8 "TADA2B"
700076.6 "CCDC96"
1444947.6 "GRK2"
1022135.6 "RELA"
1558796.6 "EVC2"
962482.6 "ZNF680"
5068972.8 "HECTD4"
1375692.4 "FAM222B"
4108657.6 "BNC2"
924550.8 "DELEC1"
466363 "RXFP4"
1490651.4 "HPSE"
527076.8 "COQ2"
636722.2 "CCDC63"
761051 "HSPA6"
264917.6 "TRMT112"
1195277 "LRRN3"
2376918.2 "KDM2A"
738126.4 "ACSM6"
654990.4 "ADCK5"
720842.6 "MRPL57"
1112106 "NOC3L"
741560.6 "ESRRA"
355876.8 "RHOD"
2048020.6 "ADAMTS20"
253052 "COMMD1"
3107447.8 "RAPH1"
833167.8 "MTX1"
2139173.6 "ADCY5"
2712358.4 "PARP14"
975943.8 "CYSLTR1"
1602134.4 "PARP15"
372294.2 "CKS1B"
2019072 "ABCD2"
2113247.8 "AHSA2P"
1468613.8 "ABLIM3"
2054374.2 "MAB21L3"
793926.2 "TUBB8B"
4744560 "MFSD4B"
2779798.2 "VANGL1"
1095211.4 "GLRX"
829689.4 "IQCB1"
1937510.6 "SYT12"
3623030.8 "GOLGB1"
3622799.8 "GOLGB1"
382275.2 "TERF1P1"
383605.4 "C11orf86"
477849.8 "LIPM"
976827.4 "GPR151"
791332.8 "DMRT2"
4700645.8 "ZNF483"
615752.8 "PLAC8L1"
1323318 "SLC2A14"
694367.2 "GPR137"
254777.8 "SNCG"
1331343.4 "MMRN2"
911723.2 "MZT2A"
3086764.4 "TNKS"
1295275.8 "ZNF449"
2391443.4 "ZBTB21"
1769711 "PPP1R3B"
1207567 "OR10K1"
287796.8 "FAM86B3P"
405793.4 "GPR148"
3376707.4 "STOX2"
1809059 "MAP3K11"
1153448.2 "TRIB1"
525760.6 "CST9"
504024.6 "KCNK7"
1205149.2 "SFT2D3"
505315 "C1QB"
570312.2 "C1QA"
931111.4 "NDNF"
240868 "IQCF1"
786787.2 "OLR1"
375196.4 "GLIPR1L1"
1890396.2 "DAG1"
915110.2 "INSM1"
1701900.2 "DAB1"
458659.6 "ARV1"
516269.8 "NAA20"
914997.6 "IHO1"
202870.8 "RNASE8"
291504.8 "SAA1"
1196356.6 "MICOS10"
1681289 "EHBP1L1"
1417929.4 "THAP2"
1374236.8 "TMEM196"
892358.6 "RNF26"
320704.8 "PPP1R14B"
581937 "RNASE11"
348343.4 "ZNRD2"
237080.6 "AGR3"
2046077.8 "SMARCC1"
1505728 "ZNF417"
1963621 "PTPRM"
229671 "FKBP2"
580354 "VEGFB"
6177242.4 "PEAK1"
1135323 "TNFRSF10D"
1338146.4 "MST1"
449045 "TNFRSF10C"
1967907.6 "GMPPB"
2220485 "MOB1B"
553102.4 "ZNF622"
2670865 "CSPG4"
2577285.4 "SNX33"
759532.6 "CIMIP2C"
3964417.8 "NABP1"
1439232.2 "ADGRF3"
1137598.6 "NLRP13"
3020653 "CHD2"
1760863.8 "XCR1"
674015.6 "CCDC106"
1168311.2 "CCR9"
1189529.2 "CEP83"
2240975.6 "SULT1B1"
3126968.6 "NUDT4"
1654921.4 "PC"
850137.6 "UGT2A1"
3877675.2 "SCAI"
931443.6 "GPRC6A"
1202204.8 "NMNAT1"
924262.8 "LRFN4"
862992.2 "TRAPPC3L"
890699.4 "APOBEC4"
1606430.2 "SLC19A1"
869516.4 "HSPB7"
876591.8 "RCE1"
222624.4 "UQCRH"
888011.8 "TAS1R1"
228856 "HES3"
228856 "HES3"
1415077.8 "EIF1AX"
1033718.8 "SPDYE2B"
345446.6 "OR1L1"
2177843.8 "BCLAF3"
1333311 "PSMD1"
1853542.6 "ADGRG2"
523888.8 "SPATA3"
924573.8 "MUC13"
1481879.4 "SUSD5"
2952533 "HEG1"
1101468.4 "WFIKKN2"
687556 "C11orf80"
1054510.6 "TOMM20"
67464.6 "FAUP4"
370440.2 "SPMIP3"
2778467.4 "AGFG1"
2362151 "STAT5B"
651673.2 "CD7"
1719880.8 "TOPAZ1"
1664950.4 "CNP"
1126080 "JUP"
1833527.6 "HAP1"
2128917.4 "TDRD12"
157393.8 "PPIAP7"
660025.2 "CCDC13-AS1"
750754.6 "EIF1"
907900 "ENDOV"
6786582.8 "RNF213"
654719.6 "TIGD3"
1228935.2 "KCNH6"
1078092.6 "MARCHF10"
796217.4 "PLK3"
1283266.8 "NET1"
2014985.4 "DPY19L1"
698132.6 "PHOSPHO1"
2079512 "ZNF791"
4053713.4 "PHC3"
628109.4 "GPR160"
1492465.6 "CBX2"
3601453.2 "SPTBN2"
1392962 "GOLIM4"
545990.4 "KRT28"
752062.8 "RBM4B"
283288.4 "ATP5MK"
538971.4 "HOXB2"
997114 "C1QTNF1"
1267195.2 "MARCHF3"
534846.4 "SWSAP1"
1624980.8 "SLCO4C1"
971752.8 "RBM4"
1213242.8 "CIMAP3"
873838.8 "XXYLT1"
111137.6 "SNURFL"
1936372.4 "UBXN2A"
218061 "COMMD5P1"
781151.2 "RAX2"
1717318.6 "LRRC63"
312272 "TCAP"
393038.8 "CCS"
819792.2 "NRROS"
696153.6 "CEP19"
2078104.6 "KLHL15"
1905543.4 "FBXO45"
595068.4 "CBY2"
994303.2 "TENT5D"
1194516.6 "GNG5"
220586.2 "FAM3C2P"
1936021.2 "SLC25A30"
1082926.4 "C9orf131"
2561772.8 "CD34"
972702.8 "CTSF"
1470515.2 "MSRB3"
1538253 "LEMD3"
324451 "UQCC4"
1280782.2 "TLR10"
913956.2 "TLR1"
2151092.6 "TLR6"
414105.4 "FAM174A"
1469125 "RGMB"
918231.6 "FAM53A"
2508528 "NWD2"
1631190.4 "CYB561D1"
292955.6 "GSTA3"
1540729.6 "ZDHHC24"
582914.6 "TRMT10C"
1014501.4 "SELP"
614802 "CTU2"
4687158.6 "MGA"
1334311.8 "KICS2"
493638 "ARL13A"
788111 "SNX31"
1257715.8 "PIGG"
2394174 "PRPF8"
2079723.8 "ADCY6"
371040 "REP15"
1249888.6 "PITPNA"
1197542.2 "DDX23"
947412.6 "ZNF80"
419360.8 "ZNHIT2"
1367653.4 "EVX2"
1914045.2 "ZBTB4"
1004605.4 "TNK1"
3242199.8 "ZHX3"
887296.8 "PHLDA3"
331390.4 "DIRC1"
636263.2 "SLC16A11"
578069.8 "SLC16A13"
921065 "GLIS1"
299204.2 "OR2Y1"
730131.4 "CHRNA9"
1045329.6 "PODN"
345115.4 "STAG3L3"
1660774.6 "SLC6A19"
1319281.6 "SNHG11"
1164747.8 "KCNJ5-AS1"
1110888.8 "EXO1"
3033072.4 "RALGAPA1"
228177 "PMS2P6"
1077553.4 "CRMA"
2170112.6 "LIG4"
394179.8 "MIR1-1HG"
152039.2 "PPIAP24"
1181825.8 "TRHR"
113553 "RPL35P9"
1529871 "GTF2IRD2B"
887788.8 "ABRA"
2665954 "ATP2A2"
1154057 "ZWILCH"
882100.2 "RPL4"
560401.2 "SNAPC5"
486430.6 "STARD6"
1147821.8 "GOLGA6L2"
1488562.6 "VWC2L"
632457.8 "C12orf76"
707872.4 "ZCCHC12"
3034127.8 "CNTNAP2"
1294100.2 "GALNTL6"
4560828.2 "LINGO2"
1153074 "BBS1"
2837996.4 "DENND4A"
158126 "PPIAP80"
1430007.2 "IGDCC3"
1052507.2 "GCSAM"
2422315.2 "ANKRD36C"
1537135.2 "SLC26A9"
1300944.6 "MFSD4A"
898186.6 "PELI3"
749450.6 "TTC9B"
1409296 "MYO1H"
428682.4 "TMEM81"
709872.8 "MRPL11"
595260.8 "KLK15"
622161.8 "IL20RB"
249061.2 "GOLT1A"
215853 "RPL10P2"
863448.6 "AKIRIN1"
1050903.4 "NPAS4"
1665778.2 "MSL2"
1116965 "ZNF497"
648642.6 "TRAM1L1"
1766241.6 "CMKLR1"
1504136 "ANGEL2"
1196928.6 "UGT8"
1834927.8 "KY"
1116686.4 "IQCK"
1302674.4 "SLCO2A1"
1414307.2 "ZNF266"
1588572.6 "OR7D4"
804743.8 "SLC29A2"
1459890.6 "BRSK2"
290714.4 "VN1R6P"
1056132 "FAM47DP"
1348160 "GRIK1-AS1"
647092.4 "B4GAT1"
1451537.6 "TMEM167A"
1104963.4 "LEP"
2501283.8 "SH3PXD2B"
162372.8 "PPIAP72"
2004688.8 "RESF1"
1035060.8 "LARP7"
823450.6 "FGFBP3"
1680362.2 "NR1D2"
1027032.2 "PABPC5"
588001.4 "BRMS1"
1018682.4 "RPL15"
2829523.8 "FAM241A"
626700.8 "HRAS"
1134891.4 "WDR49"
1238958 "SRP72"
241511.4 "PCP2"
1422479.8 "RIN1"
552935 "ODAPH"
1138947.8 "THAP6"
1803969.2 "CEP135"
2369841.4 "FZD4"
819708.2 "CD248"
851242.6 "BTC"
672653.8 "PDZK1"
998901.4 "ADGRE1"
1491160.2 "DENND6A"
2813830 "PDE12"
645490.2 "GLMN"
3907976 "DNAH12"
352945.4 "YIF1A"
489153.8 "CNIH2"
575516.4 "AMY1B"
945484.6 "NLRP6"
774269.2 "NDUFA11"
2483175.4 "RSRC1"
820811.2 "CATSPERD"
476634.8 "SLC66A1L"
610895.2 "RAB1B"
336328 "METTL15P1"
1156509.2 "OR9G1"
1009683.8 "PTDSS2"
248371.6 "MICOS13"
619407.2 "C3orf33"
559445.6 "VN2R1P"
448540 "OR5M3"
1234980.6 "SEZ6L2"
591595.2 "ASPHD1"
1341775.8 "KCTD13"
827989.6 "P2RY14"
2776074 "AMZ1"
579337 "GPR171"
1771302.4 "GPR149"
468683.4 "CD164L2"
1100194 "FUT1"
2159866.6 "DHX36"
300251.8 "OR5J2"
1333583.4 "ZIC4"
898770.4 "OR10AG1"
434111.6 "PAIP1P2"
707826.2 "OR4S2"
1563424.2 "FBXW8"
418189.6 "CA5A"
1003323.2 "ZG16"
1212220 "KLC2"
617298.4 "SLC22A1"
302745.2 "TEX36"
2720533.2 "CTBP2"
1335305.4 "CHST2"
2357734.8 "ZDHHC14"
2621249.6 "ATR"
1070447 "SNHG29"
294280.8 "UBE2C"
1470826.4 "DSG4"
3149523 "GK5"
3195350.2 "VCPIP1"
712825.8 "RTP1"
724360.6 "DES"
1374696.8 "PDIK1L"
954540.6 "SPSB4"
765949.6 "RAG2"
2527491 "TRAF6"
2074746 "ZNF654"
1308437.8 "TVP23C"
2106867.4 "MRPS22"
1467122.2 "PACS1"
331614.8 "WFDC5"
497062.2 "MARCKSL1"
1328891.4 "SH3BP5L"
673514.8 "OR2T1"
2281372 "TMEM51-AS1"
1690909.8 "YPEL2"
3034998 "CADM2"
2038634.8 "ABO"
940522.6 "PSMD2"
588486 "FAM182B"
2107540 "PPM1E"
1432905 "FAM131A"
1625780.6 "CSRP2"
1025090.4 "INHBC"
498107 "PARL"
344498.4 "DDIT3"
801296.8 "PCCA"
364283.8 "HIGD2B"
1584091.8 "DCTN2"
275873 "NPPA"
718527.8 "ZNF408"
1535337 "CTDSP2"
2310446.4 "CKAP5"
1087904 "ARHGAP1"
1100236 "MED16"
1395647.6 "ATG13"
1060951.2 "GAL3ST3"
901081.6 "C1orf127"
1255544.2 "CHST1"
2011445.6 "GOLGA8A"
1481326.8 "VWA3A"
1189950.6 "TP53I11"
295293.8 "CENPS"
666714.8 "DOLK"
656831.4 "PHYHD1"
826739.2 "CATSPER1"
706448.2 "ANKRD30BP1"
1067648 "CCNE2"
897630 "PHYKPL"
1391091.6 "ANKS4B"
191290.4 "CST6"
1055857.8 "GRAMD2A"
143673.6 "NF1P5"
2282042.4 "ZNF519"
505545.6 "LSM1"
472589.8 "PROP1"
1089044.8 "ISX"
366257 "BANF1"
563925 "APOF"
2474078.4 "CHRNA7"
591255.8 "TMEM9B"
1484358.4 "NRIP3"
1116157 "PTPN2"
1520781.4 "SCUBE2"
934348.2 "EIF1AD"
11098774.2 "SMAD2"
2713354.8 "EIF3F"
1334237.4 "ZNF25"
299947.4 "OR10P1"
3474961.2 "ARL10"
481321.8 "CLTB"
1649871.2 "PCSK1"
1146167 "LPL"
891160.6 "RFESD"
2542895.4 "CCDC14"
1446770 "TBC1D10C"
1155171.4 "SART1"
1994302.6 "PPP2R2D"
2354383 "MCTP1"
575721.6 "POLD4"
308006.6 "OR52W1"
780098.4 "LRRC25"
1911515.8 "DPP10"
547321 "CLCF1"
222758.6 "ACRP1"
613528.6 "TSGA10IP"
457689.8 "GPR152"
739970.4 "UBQLNL"
763487.8 "UBQLN3"
477640.6 "PNLIP"
750371.6 "LIPT2"
985944.8 "KCNE3"
1291452.2 "CABP4"
3214384 "ALG10B"
271293.4 "DRAP1"
1002033.6 "LONRF3"
734901.4 "UCP3"
535656 "UCP2"
502921.4 "C11orf68"
1596176.8 "PAAF1"
614793.4 "MRPL48"
1087015.8 "RAB6A"
2770834.8 "P2RY2"
545932.4 "FOSL1"
2217865.6 "ERCC4"
521086.4 "SUGCT"
313155.6 "CCDC85B"
653197.4 "TMEM70"
910215 "ERCC6L2-AS1"
297024 "OR4B1"
1776929.6 "RPS6KB2"
598738 "RMI2"
128776.8 "PRM1"
648208.4 "DRD5P2"
1843858 "TOM1L2"
487748.6 "TEX26"
636848.8 "GOLGA8DP"
657755 "ZNF77"
1469918.6 "GPR156"
622461.4 "CCDC197"
661296.2 "MTLN"
596615 "KDF1"
1066324.8 "B3GNTL1"
1119234.8 "RBMXL3"
2696111 "MLXIP"
1137486.4 "LINC02873"
205166.2 "BAK1P1"
181539.6 "RWDD4P2"
1235105.6 "NR2F1"
987246.6 "LINC02915"
211468.2 "EIF3KP1"
347709.4 "AURKAIP1"
2957401.2 "TTLL11"
918968.2 "EIF4E1B"
988992.2 "TOMM5"
788903.6 "LINC01106"
569441.6 "ZBTB44-DT"
655316.6 "LINC02694"
5703549.4 "SLC35E3"
1191613 "PRIMA1"
870218.2 "ZNF169"
1302495.4 "RUVBL1"
422244.6 "SFN"
295682.6 "OR52B3P"
550050.2 "MSRA"
496774.8 "CBLL2"
6926054 "CCDC168"
565479.4 "CTDNEP1"
751045 "ETV4"
350075.8 "FAM172BP"
