"Gene" "Cannonical" "Length" "Cromo"
"RBL1" 1 5686 "20"
"MAPK8IP3" 1 5686 "16"
"VPS50" 1 5684 "7"
"ZNF283" 1 5684 "19"
"SCN3B" 1 5683 "11"
"FHOD3" 1 5682 "18"
"BRD3OS" 1 5682 "9"
"FSTL1" 1 5682 "3"
"WASF2" 1 5681 "1"
"TGFBRAP1" 1 5680 "2"
"ENAM" 1 5679 "4"
"MBD3" 1 5678 "19"
"CILP" 1 5678 "15"
"SKIC3" 1 5677 "5"
"TAP2" 1 5676 "HSCHR6_MHC_COX_CTG1"
"CROCCP1" 1 5675 "X"
"PLCB4" 1 5674 "20"
"DDX46" 1 5674 "5"
"PPFIA2" 1 5674 "12"
"CEP89" 1 5673 "19"
"RGS5" 1 5670 "1"
"FBXO40" 1 5669 "3"
"TMTC2" 1 5669 "12"
"UNC45B" 1 5668 "17"
"SMURF1" 1 5668 "7"
"CASP10" 1 5668 "2"
"CNTN1" 1 5667 "12"
"ASAP2" 1 5665 "2"
"SESN1" 1 5664 "6"
"SPEF2" 1 5662 "5"
"SULF1" 1 5662 "8"
"TMEM19" 1 5662 "12"
"AHRR" 1 5661 "5"
"BRD3" 1 5661 "9"
"HCFC2" 1 5660 "12"
"ANKRD13C" 1 5658 "1"
"ATOH8" 1 5658 "2"
"MORC2" 1 5657 "22"
"CNGB1" 1 5657 "16"
"ZBTB11" 1 5657 "3"
"GALNT13" 1 5657 "2"
"PLAGL2" 1 5656 "20"
"MME" 1 5656 "3"
"ST8SIA2" 1 5655 "15"
"TENT5C" 1 5654 "1"
"FAM83H" 1 5654 "HSCHR8_3_CTG7"
"RNF139-DT" 1 5654 "8"
"TPST2" 1 5653 "22"
"DCLK3" 1 5651 "3"
"LY75-CD302" 1 5650 "2"
"LAMB1" 1 5650 "7"
"DCAF1" 1 5649 "3"
"ARHGEF10" 1 5648 "8"
"TRPM8" 1 5646 "2"
"HECA" 1 5646 "6"
"PDE6A" 1 5645 "5"
"CACNG2" 1 5642 "22"
"NRP1" 1 5640 "10"
"LGSN" 1 5640 "6"
"TLK2" 1 5640 "17"
"FBXW7" 1 5639 "4"
"SPIRE1" 1 5638 "18"
"RASA2" 1 5638 "3"
"TBC1D12" 1 5637 "10"
"BMP8A" 1 5636 "1"
"ATP6V1C1" 1 5635 "8"
"NXPH3" 1 5635 "17"
"FILIP1L" 1 5635 "3"
"BIVM-ERCC5" 1 5632 "13"
"TFAP2B" 1 5631 "6"
"KLHL8" 1 5631 "4"
"SBF1P1" 1 5631 "8"
"ZNF107" 1 5630 "7"
"FMNL2" 1 5630 "2"
"LINC02940" 1 5629 "21"
"CEP164" 1 5629 "11"
"HK2" 1 5626 "2"
"SUCO" 1 5625 "1"
"MYO3A" 1 5624 "10"
"CLIP2" 1 5623 "7"
"PKD1L3" 1 5623 "16"
"PPP1R12A" 1 5620 "12"
"CD38" 1 5620 "4"
"KLHL7" 1 5619 "7"
"BACH1" 1 5618 "21"
"TSHZ1" 1 5617 "18"
"NEMP1" 1 5617 "12"
"RET" 1 5617 "10"
"RNF8" 1 5616 "6"
"MARCHF8" 1 5615 "10"
"ERBB3" 1 5615 "12"
"POU6F1" 1 5615 "12"
"MYT1" 1 5614 "HSCHR20_1_CTG3"
"NRAP" 1 5613 "10"
"NFAM1" 1 5613 "22"
"CRB2" 1 5613 "9"
"COL17A1" 1 5612 "10"
"ZNF75D" 1 5611 "X"
"GRIA2" 1 5611 "4"
"NLRP1" 1 5610 "17"
"CARD8" 1 5610 "19"
"MRPS23" 1 5609 "17"
"SCRIB" 1 5607 "8"
"GOLGA8B" 1 5607 "15"
"TP53INP1" 1 5605 "8"
"RABL3" 1 5605 "3"
"NR4A3" 1 5604 "9"
"RASA4" 1 5604 "7"
"KDM4B" 1 5604 "19"
"TUT7" 1 5603 "9"
"GOLGA6C" 1 5603 "15"
"CDC14B" 1 5602 "9"
"SLC9A2" 1 5601 "2"
"URB2" 1 5601 "1"
"SPTY2D1" 1 5601 "11"
"THOC2" 1 5600 "X"
"GIT2" 1 5598 "12"
"FFAR1" 1 5597 "19"
"KCNC2" 1 5596 "12"
"RAB6B" 1 5596 "3"
"CEP135" 1 5596 "4"
"PIK3R3" 1 5596 "1"
"SENP2" 1 5596 "3"
"PTPRM" 1 5595 "18"
"KLF3" 1 5594 "4"
"CXADR" 1 5593 "21"
"SNPH" 1 5593 "20"
"RNF41" 1 5593 "12"
"PAN3" 1 5590 "13"
"DNAJC3" 1 5590 "13"
"RBFA" 1 5590 "18"
"PAFAH1B1" 1 5589 "17"
"CLCN6" 1 5589 "1"
"PLA2G4F" 1 5587 "15"
"DMRTA1" 1 5586 "9"
"RASEF" 1 5585 "9"
"CENPI" 1 5584 "X"
"EEIG2" 1 5584 "1"
"GRIA1" 1 5584 "5"
"CHRNA4" 1 5583 "20"
"SLF1" 1 5583 "5"
"TENT5A" 1 5582 "6"
"ARMCX5-GPRASP2" 1 5582 "X"
"CELF3" 1 5582 "1"
"MEF2A" 1 5580 "15"
"BMPR1B" 1 5580 "4"
"IGF2" 1 5580 "11"
"DSG3" 1 5579 "18"
"ZNF697" 1 5579 "1"
"FAM13B" 1 5579 "5"
"ZDHHC15" 1 5578 "X"
"SLC4A10" 1 5578 "2"
"ABL1" 1 5578 "9"
"IRAK1BP1" 1 5577 "6"
"ACSL3" 1 5577 "2"
"SMARCA4" 1 5577 "19"
"CALCOCO1" 1 5576 "12"
"SORCS3" 1 5575 "10"
"KANSL1" 1 5574 "17"
"PTPRU" 1 5573 "1"
"RNF125" 1 5573 "18"
"DDX24" 1 5573 "14"
"SLC2A12" 1 5572 "6"
"PTGIS" 1 5570 "20"
"TMEM164" 1 5570 "X"
"SH3BP5-AS1" 1 5570 "3"
"LRCH1" 1 5569 "13"
"CXXC4" 1 5569 "4"
"NES" 1 5568 "1"
"SATB2" 1 5568 "2"
"GCNT1" 1 5566 "9"
"PML" 1 5565 "15"
"UBXN10" 1 5562 "1"
"TCAF2" 1 5561 "HG708_PATCH"
"CEP152" 1 5560 "15"
"MTPAP" 1 5560 "10"
"SMAD9" 1 5558 "13"
"PCYT1B" 1 5558 "X"
"ADAMTS14" 1 5557 "10"
"SLC9A3" 1 5555 "5"
"TBC1D9" 1 5554 "4"
"PPP2R1B" 1 5553 "11"
"DUSP4" 1 5553 "8"
"GANC" 1 5553 "15"
"BVES" 1 5550 "6"
"MXD1" 1 5549 "2"
"DHX8" 1 5549 "17"
"SERTAD2" 1 5549 "2"
"C18orf32" 1 5548 "18"
"ST6GALNAC5" 1 5547 "1"
"ATAD2" 1 5547 "8"
"NIPSNAP3B" 1 5547 "9"
"TSPAN14" 1 5547 "10"
"LATS2" 1 5546 "13"
"EML4" 1 5546 "2"
"PCYT1A" 1 5546 "3"
"SEPTIN11" 1 5545 "4"
"AP3S2" 1 5543 "15"
"PRRG4" 1 5543 "11"
"FHAD1" 1 5542 "1"
"SYCP2" 1 5541 "20"
"ZNF644" 1 5541 "1"
"RAP2A" 1 5540 "13"
"RUNX2" 1 5540 "6"
"SLC12A3" 1 5540 "16"
"WDR90" 1 5540 "16"
"PHRF1" 1 5539 "11"
"EIF2AK4" 1 5538 "15"
"RXRA" 1 5537 "9"
"CNTNAP1" 1 5537 "17"
"ZMYM3" 1 5536 "X"
"NPHS1" 1 5535 "19"
"DHX33" 1 5535 "17"
"EIF5A2" 1 5534 "3"
"MANSC1" 1 5532 "HG1362_PATCH"
"PLEKHA2" 1 5530 "8"
"PLEKHA7" 1 5530 "11"
"UTP14C" 1 5529 "13"
"AP5Z1" 1 5529 "7"
"FAM91A1" 1 5529 "8"
"STON1" 1 5529 "2"
"GPR149" 1 5527 "3"
"DENND3" 1 5527 "8"
"OSMR" 1 5526 "5"
"USP26" 1 5525 "X"
"STARD4-AS1" 1 5525 "5"
"FOXJ2" 1 5524 "12"
"SMC3" 1 5522 "10"
"FAM193A" 1 5522 "4"
"ADAMTS7" 1 5520 "15"
"LRP2BP" 1 5519 "4"
"CNTLN" 1 5518 "9"
"ZSWIM6" 1 5518 "5"
"CLTCL1" 1 5518 "22"
"USP3" 1 5517 "15"
"MBNL1" 1 5516 "3"
"TMPRSS4" 1 5516 "11"
"STRC" 1 5515 "15"
"TMEM236" 1 5515 "10"
"RASSF9" 1 5515 "12"
"COL8A1" 1 5515 "3"
"CAPRIN1" 1 5514 "11"
"C4orf33" 1 5513 "4"
"PLB1" 1 5513 "2"
"GRIN2D" 1 5511 "19"
"PPP1R3B" 1 5510 "HG76_PATCH"
"MYO1D" 1 5510 "17"
"SOS2" 1 5508 "14"
"TRAPPC5" 1 5508 "19"
"CADPS" 1 5507 "3"
"PPP4R3B" 1 5506 "2"
"FIRRE" 1 5506 "X"
"ANKRD34C" 1 5506 "15"
"TSPAN11" 1 5506 "12"
"GRIA4" 1 5506 "11"
"RPS6KC1" 1 5505 "1"
"STX11" 1 5504 "6"
"SEPSECS" 1 5503 "4"
"KCNG4" 1 5503 "16"
"CLNK" 1 5502 "4"
"PABIR1" 1 5502 "9"
"GFAP" 1 5501 "17"
"C1orf116" 1 5501 "1"
"ZBTB24" 1 5501 "6"
"SEC14L1" 1 5500 "17"
"PPP1R13B" 1 5500 "14"
"MAP3K4" 1 5500 "6"
"GABBR2" 1 5499 "9"
"KANK4" 1 5499 "1"
"TTC33" 1 5497 "5"
"VCL" 1 5497 "10"
"NDUFA5" 1 5496 "7"
"GPR174" 1 5494 "X"
"ZBTB47" 1 5494 "3"
"SIKE1" 1 5494 "1"
"B4GALNT3" 1 5493 "12"
"NHSL3" 1 5493 "1"
"DPYSL3" 1 5492 "5"
"SMG9" 1 5491 "19"
"COL3A1" 1 5490 "HG2494_PATCH"
"CMKLR1" 1 5488 "12"
"LRATD2" 1 5488 "8"
"POLA1" 1 5487 "X"
"MEIS2" 1 5486 "15"
"CARMIL1" 1 5485 "6"
"TPP2" 1 5484 "13"
"ZNF597" 1 5483 "16"
"DUOX1" 1 5483 "15"
"TPRG1" 1 5482 "3"
"RHOBTB2" 1 5482 "8"
"ARHGEF5" 1 5482 "7"
"KLHL33" 1 5478 "14"
"BARD1" 1 5478 "2"
"EPHA10" 1 5477 "1"
"SLC30A8" 1 5476 "8"
"LINC02035" 1 5476 "3"
"HR" 1 5474 "8"
"METRNL" 1 5472 "HSCHR17_1_CTG9"
"STAM2" 1 5472 "2"
"CCNG2" 1 5471 "4"
"GRB10" 1 5468 "7"
"PALS1" 1 5468 "14"
"ZXDB" 1 5467 "X"
"SYDE2" 1 5466 "1"
"C5" 1 5464 "9"
"PTCD1" 1 5464 "7"
"MECOM" 1 5462 "3"
"ALDH6A1" 1 5462 "14"
"AATK" 1 5461 "17"
"MCUR1" 1 5460 "6"
"C4A" 1 5460 "HSCHR6_MHC_DBB_CTG1"
"C4B" 1 5460 "HSCHR6_MHC_DBB_CTG1"
"ZNF398" 1 5460 "7"
"PHKB" 1 5459 "16"
"ARHGEF38" 1 5457 "4"
"WDR13" 1 5457 "X"
"ARK2N" 1 5456 "18"
"HMGB1" 1 5456 "13"
"CORO2A" 1 5456 "9"
"CCDC13" 1 5456 "3"
"OR52K1" 1 5456 "11"
"MIER1" 1 5456 "1"
"FAM149B1" 1 5455 "10"
"FANCA" 1 5452 "16"
"NDUFAF5" 1 5449 "20"
"LPIN1" 1 5448 "2"
"SGTB" 1 5448 "5"
"KCNS1" 1 5447 "20"
"SLC15A2" 1 5447 "3"
"LIN28B" 1 5446 "6"
"MTA3" 1 5446 "2"
"PHLDB1" 1 5445 "11"
"LRRC37A6P" 1 5444 "10"
"GVQW3" 1 5444 "11"
"RCSD1" 1 5443 "1"
"SLC41A2" 1 5443 "12"
"IL12RB2" 1 5443 "1"
"SIAE" 1 5441 "11"
"NMNAT2" 1 5441 "1"
"KITLG" 1 5441 "12"
"RSL1D1" 1 5440 "16"
"NPTX1" 1 5439 "17"
"ZNF770" 1 5439 "15"
"CHM" 1 5438 "X"
"ARHGAP19" 1 5438 "10"
"PARP4" 1 5437 "13"
"FOXN2" 1 5437 "2"
"HLA-A" 1 5436 "HSCHR6_MHC_QBL_CTG1"
"POC1B-GALNT4" 1 5436 "12"
"FAM168B" 1 5435 "2"
"OGT" 1 5435 "X"
"ATP1A2" 1 5435 "1"
"GPCPD1" 1 5434 "20"
"EFR3A" 1 5433 "8"
"ADGRF1" 1 5432 "6"
"ZFPM1" 1 5432 "16"
"CYCS" 1 5432 "7"
"SH2B3" 1 5431 "12"
"CD44" 1 5431 "11"
"AGAP2" 1 5430 "12"
"PTGFR" 1 5429 "1"
"ANKEF1" 1 5429 "20"
"RPS6KB1" 1 5428 "17"
"DCPS" 1 5427 "11"
"C4B_2" 1 5427 "HSCHR6_MHC_SSTO_CTG1"
"FBXO28" 1 5427 "1"
"TRUB2" 1 5426 "9"
"ARHGEF7" 1 5425 "13"
"SLC6A20" 1 5425 "3"
"BRD7" 1 5424 "16"
"NBPF11" 1 5423 "1"
"ASPA" 1 5422 "17"
"FNBP1" 1 5420 "9"
"RTL6" 1 5419 "22"
"TRPM2" 1 5419 "21"
"RFTN2" 1 5419 "2"
"RRP7A" 1 5419 "22"
"COL16A1" 1 5418 "1"
"AREL1" 1 5417 "14"
"SPICE1" 1 5417 "3"
"DROSHA" 1 5416 "5"
"RTL9" 1 5416 "X"
"HTR2A" 1 5415 "13"
"TTC21B" 1 5415 "2"
"LRRC37A2" 1 5415 "17"
"LRRIQ1" 1 5414 "12"
"PCDHA1" 1 5414 "HG2308_PATCH"
"SP100" 1 5414 "2"
"CD2AP" 1 5412 "6"
"TMEM94" 1 5412 "17"
"PIK3CD" 1 5412 "1"
"RIMS4" 1 5411 "20"
"PCDHA10" 1 5409 "HG2308_PATCH"
"PCDHA13" 1 5408 "HG2308_PATCH"
"PCDHA11" 1 5407 "HG2308_PATCH"
"CUL7" 1 5406 "6"
"EIF4G1" 1 5405 "3"
"EBF1" 1 5405 "5"
"PCDHA3" 1 5404 "HG2308_PATCH"
"GEMIN5" 1 5404 "5"
"CDKL1" 1 5402 "14"
"ZNF132-DT" 1 5402 "19"
"PCDHA12" 1 5401 "HG2308_PATCH"
"YAP1" 1 5401 "11"
"ZNF91" 1 5400 "19"
"EHF" 1 5399 "11"
"ALPK1" 1 5399 "4"
"SLC39A9" 1 5399 "14"
"TMEM237" 1 5399 "2"
"PCDHA8" 1 5398 "HG2308_PATCH"
"LAMC2" 1 5398 "1"
"RTL1" 1 5398 "14"
"C21orf91" 1 5396 "21"
"FSTL4" 1 5396 "5"
"PCDHA6" 1 5395 "HG2308_PATCH"
"IFT172" 1 5395 "2"
"ABR" 1 5395 "17"
"RBPJ" 1 5395 "4"
"MGAT3" 1 5394 "22"
"PARVB" 1 5394 "22"
"TIGD5" 1 5394 "8"
"STRCP1" 1 5392 "15"
"PHF2" 1 5392 "9"
"FSBP" 1 5391 "8"
"KCNJ2" 1 5391 "17"
"GAD2" 1 5391 "10"
"SUSD6" 1 5390 "14"
"RASSF2" 1 5390 "20"
"ADGRD1" 1 5390 "12"
"PHC1" 1 5390 "12"
"OR10A2" 1 5390 "11"
"CD180" 1 5388 "5"
"PRLHR" 1 5387 "10"
"ERLIN2" 1 5387 "8"
"DAG1" 1 5387 "3"
"JAK3" 1 5386 "19"
"PDE7B" 1 5385 "6"
"RWDD1" 1 5385 "6"
"GALNT4" 1 5385 "12"
"FCRL5" 1 5385 "1"
"PUM1" 1 5385 "1"
"PHKG2" 1 5384 "16"
"PCDHA5" 1 5384 "HG2308_PATCH"
"KCTD20" 1 5384 "6"
"ZNF662" 1 5381 "3"
"GOLGA6B" 1 5380 "15"
"USP25" 1 5379 "21"
"JDP2" 1 5378 "14"
"SIRPB1" 1 5377 "20"
"PCDHA9" 1 5377 "HG2308_PATCH"
"UBE2O" 1 5377 "17"
"ERMP1" 1 5377 "9"
"LRRC37A9P" 1 5376 "HSCHR17_7_CTG4"
"PPP2R2D" 1 5374 "10"
"PCDHA4" 1 5374 "HG2308_PATCH"
"TBCE" 1 5374 "1"
"MDFIC" 1 5373 "7"
"PAQR5" 1 5372 "15"
"AP5S1" 1 5372 "20"
"EFNA5" 1 5372 "5"
"LRRC37A4P" 1 5372 "17"
"NIPAL3" 1 5372 "1"
"LETM1" 1 5371 "4"
"PCDHA2" 1 5370 "HG2308_PATCH"
"KIZ-AS1" 1 5370 "20"
"MARK1" 1 5370 "1"
"RHOBTB3" 1 5370 "5"
"CROCC2" 1 5370 "2"
"PFAS" 1 5369 "17"
"HS3ST3B1" 1 5369 "17"
"B4GALNT1" 1 5368 "12"
"GOLGA8M" 1 5368 "15"
"ANKRD6" 1 5368 "6"
"GDA" 1 5367 "9"
"CFAP43" 1 5367 "10"
"RBM14" 1 5367 "11"
"ARPP19" 1 5366 "15"
"MBTD1" 1 5365 "17"
"MIR193BHG" 1 5365 "16"
"LDB3" 1 5363 "10"
"LRIG1" 1 5363 "3"
"TMEM63C" 1 5363 "14"
"ENOSF1" 1 5362 "18"
"GRWD1" 1 5361 "19"
"ATP10A" 1 5360 "15"
"CSNK1A1" 1 5360 "5"
"TACR3" 1 5359 "4"
"ESS2" 1 5359 "22"
"SYNPO" 1 5359 "5"
"CLUH" 1 5357 "17"
"PTPRC" 1 5357 "1"
"ZDHHC20" 1 5355 "13"
"CFAP74" 1 5355 "1"
"VANGL2" 1 5354 "1"
"SMIM38" 1 5353 "11"
"FGF12" 1 5353 "3"
"PPP2R1A" 1 5352 "19"
"AMMECR1" 1 5350 "X"
"ABCB5" 1 5350 "7"
"HMGCS1" 1 5350 "5"
"MROH2A" 1 5350 "2"
"MROH1" 1 5349 "8"
"NPHP3" 1 5348 "3"
"RNF168" 1 5347 "3"
"LYRM2" 1 5347 "6"
"ZKSCAN4" 1 5346 "6"
"SRSF1" 1 5343 "17"
"PRKAB2" 1 5343 "1"
"TMEM215" 1 5342 "9"
"CRKL" 1 5342 "22"
"ADCY10" 1 5342 "1"
"PAX1" 1 5342 "20"
"KIF3C" 1 5342 "2"
"TMC1" 1 5340 "9"
"PCDHA7" 1 5339 "HG2308_PATCH"
"PCYOX1" 1 5339 "2"
"CC2D1B" 1 5338 "1"
"LRRC14" 1 5337 "8"
"ZFY" 1 5336 "Y"
"ARHGAP6" 1 5336 "X"
"ZNF496" 1 5336 "HG2571_PATCH"
"POLR3D" 1 5336 "8"
"ANKRD30B" 1 5335 "18"
"TOPAZ1" 1 5334 "3"
"STK32A" 1 5333 "5"
"ATG7" 1 5333 "3"
"WDR73" 1 5331 "HG2280_PATCH"
"CLHC1" 1 5330 "2"
"ALG12" 1 5330 "22"
"MAPK6" 1 5330 "15"
"PPRC1" 1 5328 "10"
"GOLGA8N" 1 5328 "HSCHR15_6_CTG8"
"MCF2L2" 1 5326 "3"
"PKP1" 1 5326 "1"
"IFT74" 1 5325 "9"
"KLHL29" 1 5325 "2"
"XPO5" 1 5323 "6"
"RPS6KL1" 1 5322 "14"
"ULK1" 1 5322 "12"
"FGF7" 1 5321 "15"
"ABCA6" 1 5321 "17"
"UPF1" 1 5321 "19"
"HLTF" 1 5320 "3"
"NOL4" 1 5319 "18"
"HDAC5" 1 5319 "17"
"PLCXD1" 1 5318 "Y"
"ADGB" 1 5318 "6"
"COPA" 1 5318 "1"
"IRF2BP2" 1 5316 "1"
"KDM2B" 1 5315 "12"
"IRF4" 1 5314 "6"
"ABHD13" 1 5313 "13"
"LPCAT2" 1 5313 "16"
"IKZF4" 1 5313 "12"
"FGF5" 1 5313 "4"
"MUCL3" 1 5313 "6"
"TAF10" 1 5312 "11"
"RNF40" 1 5309 "16"
"ITPRID2" 1 5308 "2"
"GALNT6" 1 5307 "12"
"CCDC170" 1 5306 "6"
"KRAS" 1 5306 "12"
"DZIP3" 1 5304 "3"
"CPED1" 1 5304 "7"
"TRMT5" 1 5304 "14"
"NIPAL1" 1 5302 "4"
"LINC01355" 1 5301 "HSCHR1_4_CTG3"
"DAB1" 1 5301 "1"
"ASPH" 1 5301 "8"
"COBL" 1 5301 "7"
"PKNOX1" 1 5300 "21"
"SLC12A7" 1 5300 "5"
"CCDC9B" 1 5299 "15"
"DEPDC1" 1 5299 "1"
"ABHD5" 1 5298 "3"
"GPR37" 1 5298 "7"
"CHAT" 1 5296 "10"
"ELF3-AS1" 1 5296 "1"
"RIPOR2" 1 5295 "6"
"MFSD9" 1 5293 "2"
"ZNF772" 1 5292 "19"
"CD47" 1 5292 "3"
"NUPR1" 1 5291 "16"
"RNASEH1" 1 5289 "2"
"PTPRE" 1 5289 "10"
"KCNS2" 1 5288 "8"
"NR2F2" 1 5287 "15"
"BMPER" 1 5287 "7"
"ANGEL1" 1 5287 "14"
"ZNF260" 1 5285 "19"
"CACNA2D4" 1 5285 "12"
"ZNF286A" 1 5284 "17"
"CABLES1" 1 5283 "18"
"ZNF570" 1 5283 "19"
"ETV3" 1 5282 "1"
"ZMYND8" 1 5281 "20"
"MROH2B" 1 5280 "5"
"RUNDC1" 1 5280 "17"
"CLEC2D" 1 5277 "12"
"KIF16B" 1 5276 "20"
"CCP110" 1 5275 "16"
"DNMT1" 1 5274 "19"
"RAB5B" 1 5273 "12"
"STK17B" 1 5273 "2"
"C1RL-AS1" 1 5272 "HG1398_PATCH"
"CFAP263" 1 5272 "16"
"SMPD3" 1 5271 "16"
"LINC01979" 1 5271 "17"
"TBCEL" 1 5270 "11"
"PACRG-AS1" 1 5270 "6"
"CNTN3" 1 5269 "3"
"DVL3" 1 5269 "3"
"ANGPT2" 1 5268 "8"
"SPAST" 1 5268 "2"
"CALU" 1 5266 "7"
"FAR1" 1 5266 "11"
"PROX1-AS1" 1 5266 "1"
"DISP3" 1 5265 "1"
"CNR2" 1 5265 "1"
"YPEL2" 1 5264 "17"
"ARL5A" 1 5264 "2"
"PLEKHM1" 1 5263 "HSCHR17_1_CTG5"
"GNE" 1 5263 "9"
"KCNJ12" 1 5263 "17"
"ZNF776" 1 5262 "19"
"ENTPD5" 1 5261 "14"
"FRMD3" 1 5260 "9"
"ZIC1" 1 5260 "3"
"ZNF397" 1 5259 "18"
"PPP1R15B" 1 5259 "1"
"RBM26" 1 5258 "13"
"C10orf71" 1 5258 "10"
"HMGXB3" 1 5258 "5"
"ARAP3" 1 5258 "5"
"GOLGA8T" 1 5255 "HSCHR15_6_CTG8"
"SCRN1" 1 5254 "7"
"PRKAA1" 1 5254 "5"
"LINC01168" 1 5254 "10"
"ZBTB33" 1 5253 "X"
"INTS3" 1 5252 "1"
"UNKL" 1 5250 "16"
"ZNF566" 1 5250 "19"
"AKT2" 1 5250 "19"
"LINC03040" 1 5250 "6"
"LGR4" 1 5250 "11"
"DNAJC5" 1 5249 "20"
"AMBRA1" 1 5249 "11"
"TPCN1" 1 5248 "12"
"MED23" 1 5247 "6"
"RIMOC1" 1 5246 "5"
"SDC3" 1 5246 "1"
"DACH1" 1 5245 "13"
"RANBP10" 1 5245 "16"
"SCD" 1 5245 "10"
"HSPH1" 1 5244 "13"
"TEX2" 1 5244 "17"
"CLN5" 1 5243 "13"
"FOXK2" 1 5243 "17"
"LINC02591" 1 5243 "1"
"ARL17A" 1 5242 "17"
"GOLGA8DP" 1 5241 "15"
"SMC6" 1 5240 "2"
"GOLGA8F" 1 5240 "HSCHR15_4_CTG8"
"BLM" 1 5240 "15"
"ARL17B" 1 5240 "17"
"AZIN2" 1 5240 "1"
"CRYBG2" 1 5239 "1"
"CPT1A" 1 5238 "11"
"AGPAT5" 1 5237 "HG76_PATCH"
"SREBF2" 1 5237 "22"
"SLC26A7" 1 5237 "8"
"PTPN23" 1 5237 "3"
"GOLGA8CP" 1 5237 "15"
"EDA" 1 5235 "X"
"ZNF43" 1 5235 "19"
"KBTBD6" 1 5234 "13"
"PRPF38A" 1 5233 "1"
"IFT140" 1 5232 "16"
"GRHL2" 1 5232 "8"
"ZBTB46" 1 5231 "20"
"C3" 1 5231 "19"
"NR1D2" 1 5231 "3"
"SMIM10L2A" 1 5230 "X"
"ZNF701" 1 5230 "19"
"BCORP1" 1 5229 "Y"
"ZMIZ2" 1 5228 "7"
"NUP160" 1 5228 "11"
"MAD2L1" 1 5227 "4"
"HGSNAT" 1 5227 "8"
"CCDC144CP" 1 5227 "17"
"GABPA" 1 5226 "21"
"POFUT1" 1 5226 "20"
"FAM83G" 1 5226 "17"
"FOXJ3" 1 5225 "1"
"SPOCK2" 1 5224 "10"
"COL15A1" 1 5223 "9"
"SNX18" 1 5223 "5"
"SERTAD4" 1 5222 "HG1832_PATCH"
"SLC39A10" 1 5222 "2"
"VWDE" 1 5220 "7"
"PLA2G12A" 1 5219 "4"
"MCM9" 1 5219 "6"
"LINC02605" 1 5219 "8"
"RUSC2" 1 5218 "9"
"CYP1B1" 1 5218 "2"
"CCSAP" 1 5217 "1"
"FMO2" 1 5215 "1"
"GJA3" 1 5214 "13"
"ACVR2A" 1 5214 "2"
"CRTC3" 1 5214 "15"
"HNRNPUL2" 1 5214 "11"
"PXN" 1 5214 "12"
"UBE3C" 1 5214 "7"
"SLC19A3" 1 5213 "2"
"LUZP2" 1 5212 "11"
"MFN1" 1 5212 "3"
"ZNF252P" 1 5212 "8"
"ZNF716" 1 5210 "7"
"SALL4" 1 5209 "20"
"NUP133" 1 5208 "1"
"DENND1A" 1 5208 "9"
"IPO8" 1 5208 "12"
"NEURL4" 1 5207 "HG2087_PATCH"
"PRDM5" 1 5207 "4"
"SH3D19" 1 5207 "HSCHR4_2_CTG8_1"
"TARBP1" 1 5206 "1"
"ABCB1" 1 5205 "7"
"KCNJ10" 1 5205 "1"
"LRRC55" 1 5204 "11"
"THRA" 1 5204 "17"
"ZNF534" 1 5203 "19"
"RUNDC3A-AS1" 1 5203 "17"
"KLF9" 1 5201 "9"
"ADAMTS19" 1 5201 "5"
"MRO" 1 5200 "18"
"SHOC1" 1 5200 "9"
"INSRR" 1 5200 "1"
"GOLGA8J" 1 5199 "HSCHR15_4_CTG8"
"MIER3" 1 5199 "5"
"FBXL17" 1 5198 "5"
"BLTP3B" 1 5198 "12"
"GPR157" 1 5197 "1"
"NECTIN3" 1 5197 "3"
"ING5" 1 5197 "2"
"EARS2" 1 5196 "16"
"E2F2" 1 5196 "1"
"FBRS" 1 5196 "16"
"ESRRG" 1 5195 "1"
"NLE1" 1 5193 "17"
"TP73" 1 5192 "1"
"TRPA1" 1 5191 "8"
"SMARCB1" 1 5191 "22"
"LINC02960" 1 5191 "14"
"DUSP19" 1 5191 "2"
"CCN4" 1 5190 "8"
"GOLGA8O" 1 5189 "15"
"USP22" 1 5189 "17"
"MRC1" 1 5188 "10"
"GOLGA8H" 1 5188 "15"
"SNRK" 1 5188 "3"
"ZNF527" 1 5186 "19"
"GOLGA8S" 1 5186 "15"
"MSL2" 1 5186 "3"
"UCHL5" 1 5184 "1"
"CC2D2A" 1 5184 "4"
"ADAMTS1" 1 5183 "21"
"LRRC37A" 1 5183 "HSCHR17_1_CTG5"
"KANK2" 1 5183 "19"
"IL1R1" 1 5183 "2"
"PROSER1" 1 5182 "13"
"SYT11" 1 5182 "1"
"NANOG" 1 5182 "12"
"HERC2P2" 1 5181 "15"
"COLGALT2" 1 5179 "1"
"FZR1" 1 5178 "19"
"DPYSL5" 1 5178 "2"
"SHCBP1" 1 5177 "16"
"LRP5" 1 5177 "11"
"GALK2" 1 5176 "15"
"TMEM132C" 1 5176 "12"
"HFE" 1 5176 "6"
"XK" 1 5174 "X"
"OGA" 1 5174 "10"
"GOLGA8K" 1 5174 "15"
"TBC1D9B" 1 5173 "HG30_PATCH"
"OCRL" 1 5173 "X"
"NFRKB" 1 5173 "11"
"DHTKD1" 1 5173 "10"
"LDLR" 1 5173 "19"
"REEP3" 1 5172 "10"
"GOLGA8R" 1 5172 "15"
"CNP" 1 5172 "17"
